date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:06:56	41595/41595	---M--	200	added ('OK')	text/html	date:Mon,%2017%20Dec%202012%2009:50:06%20GMT	http://demo.broadleafcommerce.org/heatclinic/merchandise;jsessionid=B44F635F1F625642A615B130B7E887D9	D:/WebSites/HotClinic/demo.broadleafcommerce.org/heatclinic/merchandise;jsessionid=B44F635F1F625642A615B130B7E887D9.html	(from )
15:06:57	24140/24140	---M--	200	added ('OK')	text/html	date:Mon,%2017%20Dec%202012%2009:50:07%20GMT	http://demo.broadleafcommerce.org/heatclinic/clearance;jsessionid=B44F635F1F625642A615B130B7E887D9	D:/WebSites/HotClinic/demo.broadleafcommerce.org/heatclinic/clearance;jsessionid=B44F635F1F625642A615B130B7E887D9.html	(from )
15:06:57	12870/12870	---M--	200	added ('OK')	text/html	date:Mon,%2017%20Dec%202012%2009:50:07%20GMT	http://demo.broadleafcommerce.org/heatclinic/new-to-hot-sauce;jsessionid=B44F635F1F625642A615B130B7E887D9	D:/WebSites/HotClinic/demo.broadleafcommerce.org/heatclinic/new-to-hot-sauce;jsessionid=B44F635F1F625642A615B130B7E887D9.html	(from )
15:06:57	13005/13005	---M--	200	added ('OK')	text/html	date:Mon,%2017%20Dec%202012%2009:50:08%20GMT	http://demo.broadleafcommerce.org/heatclinic/faq;jsessionid=B44F635F1F625642A615B130B7E887D9	D:/WebSites/HotClinic/demo.broadleafcommerce.org/heatclinic/faq;jsessionid=B44F635F1F625642A615B130B7E887D9.html	(from )
15:06:59	26440/26440	---M--	200	added ('OK')	text/html	date:Mon,%2017%20Dec%202012%2009:50:09%20GMT	http://demo.broadleafcommerce.org/heatclinic/hot-sauces/hoppin_hot_sauce;jsessionid=B44F635F1F625642A615B130B7E887D9	D:/WebSites/HotClinic/demo.broadleafcommerce.org/heatclinic/hot-sauces/hoppin_hot_sauce;jsessionid=B44F635F1F625642A615B130B7E887D9.html	(from )
15:07:00	26680/26680	---M--	200	added ('OK')	text/html	date:Mon,%2017%20Dec%202012%2009:50:10%20GMT	http://demo.broadleafcommerce.org/heatclinic/hot-sauces/day_of_the_dead_scotch_bonnet_sauce;jsessionid=B44F635F1F625642A615B130B7E887D9	D:/WebSites/HotClinic/demo.broadleafcommerce.org/heatclinic/hot-sauces/day_of_the_dead_scotch_bonnet_sauce;jsessionid=B44F635F1F625642A615B130B7E887D9.html	(from )
15:07:00	49834/49834	---M--	200	added ('OK')	image/jpeg	date:Thu,%2009%20Aug%202012%2016:21:16%20GMT	http://demo.broadleafcommerce.org/heatclinic/img/banners/shirt-special.jpg;jsessionid=B44F635F1F625642A615B130B7E887D9	D:/WebSites/HotClinic/demo.broadleafcommerce.org/heatclinic/img/banners/shirt-special.jpg	(from )
15:07:00	26477/26477	---M--	200	added ('OK')	text/html	date:Mon,%2017%20Dec%202012%2009:50:11%20GMT	http://demo.broadleafcommerce.org/heatclinic/hot-sauces/armageddon_hot_sauce_to_end_all;jsessionid=B44F635F1F625642A615B130B7E887D9	D:/WebSites/HotClinic/demo.broadleafcommerce.org/heatclinic/hot-sauces/armageddon_hot_sauce_to_end_all;jsessionid=B44F635F1F625642A615B130B7E887D9.html	(from )
15:07:02	26725/26725	---M--	200	added ('OK')	text/html	date:Mon,%2017%20Dec%202012%2009:50:12%20GMT	http://demo.broadleafcommerce.org/heatclinic/hot-sauces/cafe_louisiane_sweet_cajun_blackening_sauce;jsessionid=B44F635F1F625642A615B130B7E887D9	D:/WebSites/HotClinic/demo.broadleafcommerce.org/heatclinic/hot-sauces/cafe_louisiane_sweet_cajun_blackening_sauce;jsessionid=B44F635F1F625642A615B130B7E887D9.html	(from )
15:07:07	58352/58352	---M--	200	added ('OK')	image/jpeg	date:Tue,%2017%20Jul%202012%2016:50:02%20GMT	http://demo.broadleafcommerce.org/heatclinic/img/sauces/Hoppin-Hot-Sauce-Bottle.jpg;jsessionid=B44F635F1F625642A615B130B7E887D9	D:/WebSites/HotClinic/demo.broadleafcommerce.org/heatclinic/img/sauces/Hoppin-Hot-Sauce-Bottle.jpg	(from )
15:07:08	5387/5387	---M--	200	added ('OK')	image/png	date:Wed,%2022%20Aug%202012%2020:33:08%20GMT	http://demo.broadleafcommerce.org/heatclinic/img/broadleaf-seal.png;jsessionid=B44F635F1F625642A615B130B7E887D9	D:/WebSites/HotClinic/demo.broadleafcommerce.org/heatclinic/img/broadleaf-seal.png	(from )
15:07:09	59438/59438	---M--	200	added ('OK')	image/jpeg	date:Tue,%2017%20Jul%202012%2016:50:02%20GMT	http://demo.broadleafcommerce.org/heatclinic/img/sauces/Day-of-the-Dead-Scotch-Bonnet-Hot-Sauce-Bottle.jpg;jsessionid=B44F635F1F625642A615B130B7E887D9	D:/WebSites/HotClinic/demo.broadleafcommerce.org/heatclinic/img/sauces/Day-of-the-Dead-Scotch-Bonnet-Hot-Sauce-Bottle.jpg	(from )
15:07:10	60594/60594	---M--	200	added ('OK')	image/jpeg	date:Tue,%2017%20Jul%202012%2016:50:02%20GMT	http://demo.broadleafcommerce.org/heatclinic/img/sauces/Armageddon-The-Hot-Sauce-To-End-All-Bottle.jpg;jsessionid=B44F635F1F625642A615B130B7E887D9	D:/WebSites/HotClinic/demo.broadleafcommerce.org/heatclinic/img/sauces/Armageddon-The-Hot-Sauce-To-End-All-Bottle.jpg	(from )
15:07:12	61789/61789	---M--	200	added ('OK')	image/jpeg	date:Tue,%2017%20Jul%202012%2016:50:02%20GMT	http://demo.broadleafcommerce.org/heatclinic/img/sauces/Cafe-Louisiane-Sweet-Cajun-Blackening-Sauce-Bottle.jpg;jsessionid=B44F635F1F625642A615B130B7E887D9	D:/WebSites/HotClinic/demo.broadleafcommerce.org/heatclinic/img/sauces/Cafe-Louisiane-Sweet-Cajun-Blackening-Sauce-Bottle.jpg	(from )
15:07:13	3993/3993	---M--	200	added ('OK')	text/javascript	date:Thu,%2009%20Aug%202012%2016:21:16%20GMT	http://demo.broadleafcommerce.org/heatclinic/js/libs/jquery.MetaData.js;jsessionid=B44F635F1F625642A615B130B7E887D9	D:/WebSites/HotClinic/demo.broadleafcommerce.org/heatclinic/js/libs/jquery.MetaData.js;jsessionid=B44F635F1F625642A615B130B7E887D9	(from )
15:07:13	94840/94840	---M--	200	added ('OK')	text/javascript	date:Thu,%2029%20Mar%202012%2018:19:50%20GMT	http://ajax.googleapis.com/ajax/libs/jquery/1.7.2/jquery.min.js	D:/WebSites/HotClinic/ajax.googleapis.com/ajax/libs/jquery/1.7.2/jquery.min.js	(from )
15:07:14	4276/4276	---M--	200	added ('OK')	text/javascript	date:Thu,%2009%20Aug%202012%2016:21:16%20GMT	http://demo.broadleafcommerce.org/heatclinic/js/libs/jquery.rating.pack.js;jsessionid=B44F635F1F625642A615B130B7E887D9	D:/WebSites/HotClinic/demo.broadleafcommerce.org/heatclinic/js/libs/jquery.rating.pack.js;jsessionid=B44F635F1F625642A615B130B7E887D9	(from )
15:07:14	94840/94840	---M--	200	added ('OK')	text/javascript	date:Tue,%2017%20Jul%202012%2016:50:02%20GMT	http://demo.broadleafcommerce.org/heatclinic/js/libs/jquery-1.7.2.min.js	D:/WebSites/HotClinic/demo.broadleafcommerce.org/heatclinic/js/libs/jquery-1.7.2.min.js	(from )
15:07:15	1571/1571	---M--	200	added ('OK')	text/javascript	date:Fri,%2027%20Jul%202012%2001:41:22%20GMT	http://demo.broadleafcommerce.org/heatclinic/js/BLC.js;jsessionid=B44F635F1F625642A615B130B7E887D9	D:/WebSites/HotClinic/demo.broadleafcommerce.org/heatclinic/js/BLC.js;jsessionid=B44F635F1F625642A615B130B7E887D9	(from )
15:07:15	10554/10554	---M--	200	added ('OK')	text/javascript	date:Thu,%2009%20Aug%202012%2016:21:16%20GMT	http://demo.broadleafcommerce.org/heatclinic/js/libs/jquery.dotdotdot-1.5.1.js;jsessionid=B44F635F1F625642A615B130B7E887D9	D:/WebSites/HotClinic/demo.broadleafcommerce.org/heatclinic/js/libs/jquery.dotdotdot-1.5.1.js;jsessionid=B44F635F1F625642A615B130B7E887D9	(from )
15:07:15	3557/3557	---M--	200	added ('OK')	text/javascript	date:Thu,%2006%20Sep%202012%2022:22:48%20GMT	http://demo.broadleafcommerce.org/heatclinic/js/heatClinic.js;jsessionid=B44F635F1F625642A615B130B7E887D9	D:/WebSites/HotClinic/demo.broadleafcommerce.org/heatclinic/js/heatClinic.js;jsessionid=B44F635F1F625642A615B130B7E887D9	(from )
15:07:16	6263/6263	---M--	200	added ('OK')	text/javascript	date:Mon,%2001%20Oct%202012%2016:51:04%20GMT	http://demo.broadleafcommerce.org/heatclinic/js/cartOperations.js;jsessionid=B44F635F1F625642A615B130B7E887D9	D:/WebSites/HotClinic/demo.broadleafcommerce.org/heatclinic/js/cartOperations.js;jsessionid=B44F635F1F625642A615B130B7E887D9	(from )
15:07:16	3903/3903	---M--	200	added ('OK')	text/javascript	date:Thu,%2009%20Aug%202012%2016:21:16%20GMT	http://demo.broadleafcommerce.org/heatclinic/js/checkoutOperations.js;jsessionid=B44F635F1F625642A615B130B7E887D9	D:/WebSites/HotClinic/demo.broadleafcommerce.org/heatclinic/js/checkoutOperations.js;jsessionid=B44F635F1F625642A615B130B7E887D9	(from )
15:07:16	2596/2596	---M--	200	added ('OK')	text/javascript	date:Mon,%2001%20Oct%202012%2016:51:04%20GMT	http://demo.broadleafcommerce.org/heatclinic/js/globalOnReady.js;jsessionid=B44F635F1F625642A615B130B7E887D9	D:/WebSites/HotClinic/demo.broadleafcommerce.org/heatclinic/js/globalOnReady.js;jsessionid=B44F635F1F625642A615B130B7E887D9	(from )
15:07:16	753/753	---M--	200	added ('OK')	text/javascript	date:Fri,%2027%20Jul%202012%2001:41:22%20GMT	http://demo.broadleafcommerce.org/heatclinic/js/manageAccountOperations.js;jsessionid=B44F635F1F625642A615B130B7E887D9	D:/WebSites/HotClinic/demo.broadleafcommerce.org/heatclinic/js/manageAccountOperations.js;jsessionid=B44F635F1F625642A615B130B7E887D9	(from )
15:07:17	1737/1737	---M--	200	added ('OK')	text/javascript	date:Wed,%2022%20Aug%202012%2020:33:08%20GMT	http://demo.broadleafcommerce.org/heatclinic/js/reviewOperations.js;jsessionid=B44F635F1F625642A615B130B7E887D9	D:/WebSites/HotClinic/demo.broadleafcommerce.org/heatclinic/js/reviewOperations.js;jsessionid=B44F635F1F625642A615B130B7E887D9	(from )
15:07:17	1342/1342	---M--	200	added ('OK')	image/png	date:Tue,%2017%20Jul%202012%2016:50:02%20GMT	http://demo.broadleafcommerce.org/heatclinic/img/nav-divider.png	D:/WebSites/HotClinic/demo.broadleafcommerce.org/heatclinic/img/nav-divider.png	(from http://demo.broadleafcommerce.org/heatclinic/)
15:07:17	1291/1291	---M--	200	added ('OK')	image/jpeg	date:Tue,%2017%20Jul%202012%2016:50:02%20GMT	http://demo.broadleafcommerce.org/heatclinic/img/sidebarbg.jpg	D:/WebSites/HotClinic/demo.broadleafcommerce.org/heatclinic/img/sidebarbg.jpg	(from http://demo.broadleafcommerce.org/heatclinic/)
15:07:18	1293/1293	---M--	200	added ('OK')	image/jpeg	date:Tue,%2017%20Jul%202012%2016:50:02%20GMT	http://demo.broadleafcommerce.org/heatclinic/img/right_column_headerbg.jpg	D:/WebSites/HotClinic/demo.broadleafcommerce.org/heatclinic/img/right_column_headerbg.jpg	(from http://demo.broadleafcommerce.org/heatclinic/)
15:07:18	69125/69125	---M--	200	added ('OK')	text/javascript	date:Wed,%2022%20Aug%202012%2020:33:08%20GMT	http://demo.broadleafcommerce.org/heatclinic/js/plugins.js;jsessionid=B44F635F1F625642A615B130B7E887D9	D:/WebSites/HotClinic/demo.broadleafcommerce.org/heatclinic/js/plugins.js;jsessionid=B44F635F1F625642A615B130B7E887D9	(from )
15:07:18	4652/4652	---M--	200	added ('OK')	image/png	date:Tue,%2017%20Jul%202012%2016:50:02%20GMT	http://demo.broadleafcommerce.org/heatclinic/img/badge-new.png	D:/WebSites/HotClinic/demo.broadleafcommerce.org/heatclinic/img/badge-new.png	(from http://demo.broadleafcommerce.org/heatclinic/)
15:07:18	14058/14058	---M--	200	added ('OK')	image/png	date:Tue,%2017%20Jul%202012%2016:50:02%20GMT	http://demo.broadleafcommerce.org/heatclinic/img/the-heat-clinic-logo-internal.png	D:/WebSites/HotClinic/demo.broadleafcommerce.org/heatclinic/img/the-heat-clinic-logo-internal.png	(from http://demo.broadleafcommerce.org/heatclinic/)
15:07:18	2277/2277	---M--	200	added ('OK')	image/png	date:Tue,%2017%20Jul%202012%2016:50:02%20GMT	http://demo.broadleafcommerce.org/heatclinic/img/fancybox_sprite.png	D:/WebSites/HotClinic/demo.broadleafcommerce.org/heatclinic/img/fancybox_sprite.png	(from http://demo.broadleafcommerce.org/heatclinic/)
15:07:18	3866/3866	---M--	200	added ('OK')	image/gif	date:Tue,%2017%20Jul%202012%2016:50:02%20GMT	http://demo.broadleafcommerce.org/heatclinic/img/fancybox_loading.gif	D:/WebSites/HotClinic/demo.broadleafcommerce.org/heatclinic/img/fancybox_loading.gif	(from http://demo.broadleafcommerce.org/heatclinic/)
15:07:19	43/43	---M--	200	added ('OK')	image/gif	date:Tue,%2017%20Jul%202012%2016:50:02%20GMT	http://demo.broadleafcommerce.org/heatclinic/img/blank.gif	D:/WebSites/HotClinic/demo.broadleafcommerce.org/heatclinic/img/blank.gif	(from http://demo.broadleafcommerce.org/heatclinic/)
15:07:19	13826/13826	---M--	200	added ('OK')	image/png	date:Tue,%2017%20Jul%202012%2016:50:02%20GMT	http://demo.broadleafcommerce.org/heatclinic/img/glyphicons-halflings.png	D:/WebSites/HotClinic/demo.broadleafcommerce.org/heatclinic/img/glyphicons-halflings.png	(from http://demo.broadleafcommerce.org/heatclinic/)
15:07:20	8777/8777	---M--	200	added ('OK')	image/png	date:Tue,%2017%20Jul%202012%2016:50:02%20GMT	http://demo.broadleafcommerce.org/heatclinic/img/glyphicons-halflings-white.png	D:/WebSites/HotClinic/demo.broadleafcommerce.org/heatclinic/img/glyphicons-halflings-white.png	(from http://demo.broadleafcommerce.org/heatclinic/)
15:07:41	843/843	---M--	200	added ('OK')	text/css	date:Thu,%2009%20Aug%202012%2016:21:16%20GMT	http://demo.broadleafcommerce.org/heatclinic/css/jquery.rating.css	D:/WebSites/HotClinic/demo.broadleafcommerce.org/heatclinic/css/jquery.rating-2.css	(from http://demo.broadleafcommerce.org/heatclinic/)
15:07:44	76184/76184	---M--	200	added ('OK')	text/css	date:Mon,%2001%20Oct%202012%2016:51:04%20GMT	http://demo.broadleafcommerce.org/heatclinic/css/style.css	D:/WebSites/HotClinic/demo.broadleafcommerce.org/heatclinic/css/style-2.css	(from http://demo.broadleafcommerce.org/heatclinic/)
15:07:46	15274/15274	---M--	200	added ('OK')	text/javascript	date:Tue,%2017%20Jul%202012%2016:50:02%20GMT	http://demo.broadleafcommerce.org/heatclinic/js/libs/modernizr-2.5.3.min.js	D:/WebSites/HotClinic/demo.broadleafcommerce.org/heatclinic/js/libs/modernizr-2.5.3.min.js	(from http://demo.broadleafcommerce.org/heatclinic/)
15:07:55	1570/1570	---M--	200	added ('OK')	image/png	date:Tue,%2017%20Jul%202012%2016:50:02%20GMT	http://demo.broadleafcommerce.org/heatclinic/img/shopping_cart.png	D:/WebSites/HotClinic/demo.broadleafcommerce.org/heatclinic/img/shopping_cart-2.png	(from http://demo.broadleafcommerce.org/heatclinic/)
15:07:55	5449/5449	---M--	200	added ('OK')	text/html	date:Mon,%2017%20Dec%202012%2009:51:06%20GMT	http://demo.broadleafcommerce.org/heatclinic/cart	D:/WebSites/HotClinic/demo.broadleafcommerce.org/heatclinic/cart.html	(from http://demo.broadleafcommerce.org/heatclinic/)
15:07:56	54105/54105	---M--	200	added ('OK')	text/html	date:Mon,%2017%20Dec%202012%2009:51:06%20GMT	http://demo.broadleafcommerce.org/heatclinic/hot-sauces	D:/WebSites/HotClinic/demo.broadleafcommerce.org/heatclinic/hot-sauces.html	(from http://demo.broadleafcommerce.org/heatclinic/)
15:07:57	41595/41595	---M--	200	added ('OK')	text/html	date:Mon,%2017%20Dec%202012%2009:51:07%20GMT	http://demo.broadleafcommerce.org/heatclinic/merchandise	D:/WebSites/HotClinic/demo.broadleafcommerce.org/heatclinic/merchandise.html	(from http://demo.broadleafcommerce.org/heatclinic/)
15:07:57	24140/24140	---M--	200	added ('OK')	text/html	date:Mon,%2017%20Dec%202012%2009:51:07%20GMT	http://demo.broadleafcommerce.org/heatclinic/clearance	D:/WebSites/HotClinic/demo.broadleafcommerce.org/heatclinic/clearance.html	(from http://demo.broadleafcommerce.org/heatclinic/)
15:07:57	12870/12870	---M--	200	added ('OK')	text/html	date:Mon,%2017%20Dec%202012%2009:51:08%20GMT	http://demo.broadleafcommerce.org/heatclinic/new-to-hot-sauce	D:/WebSites/HotClinic/demo.broadleafcommerce.org/heatclinic/new-to-hot-sauce.html	(from http://demo.broadleafcommerce.org/heatclinic/)
15:07:58	13005/13005	---M--	200	added ('OK')	text/html	date:Mon,%2017%20Dec%202012%2009:51:08%20GMT	http://demo.broadleafcommerce.org/heatclinic/faq	D:/WebSites/HotClinic/demo.broadleafcommerce.org/heatclinic/faq.html	(from http://demo.broadleafcommerce.org/heatclinic/)
15:08:02	0/0	---M--	302	error ('Moved%20Temporarily')	text/plain	date:Mon,%2017%20Dec%202012%2009:51:12%20GMT	http://demo.broadleafcommerce.org/heatclinic/checkout	D:/WebSites/HotClinic/demo.broadleafcommerce.org/heatclinic/checkout.3a.delayed	(from http://demo.broadleafcommerce.org/heatclinic/)
15:08:23	5387/5387	---M--	200	added ('OK')	image/png	date:Wed,%2022%20Aug%202012%2020:33:08%20GMT	http://demo.broadleafcommerce.org/heatclinic/img/broadleaf-seal.png	D:/WebSites/HotClinic/demo.broadleafcommerce.org/heatclinic/img/broadleaf-seal-2.png	(from http://demo.broadleafcommerce.org/heatclinic/)
15:08:23	69125/69125	---M--	200	added ('OK')	text/javascript	date:Wed,%2022%20Aug%202012%2020:33:08%20GMT	http://demo.broadleafcommerce.org/heatclinic/js/plugins.js	D:/WebSites/HotClinic/demo.broadleafcommerce.org/heatclinic/js/plugins.js	(from http://demo.broadleafcommerce.org/heatclinic/)
15:08:23	3993/3993	---M--	200	added ('OK')	text/javascript	date:Thu,%2009%20Aug%202012%2016:21:16%20GMT	http://demo.broadleafcommerce.org/heatclinic/js/libs/jquery.MetaData.js	D:/WebSites/HotClinic/demo.broadleafcommerce.org/heatclinic/js/libs/jquery.MetaData.js	(from http://demo.broadleafcommerce.org/heatclinic/)
15:08:24	4276/4276	---M--	200	added ('OK')	text/javascript	date:Thu,%2009%20Aug%202012%2016:21:16%20GMT	http://demo.broadleafcommerce.org/heatclinic/js/libs/jquery.rating.pack.js	D:/WebSites/HotClinic/demo.broadleafcommerce.org/heatclinic/js/libs/jquery.rating.pack.js	(from http://demo.broadleafcommerce.org/heatclinic/)
15:08:24	10554/10554	---M--	200	added ('OK')	text/javascript	date:Thu,%2009%20Aug%202012%2016:21:16%20GMT	http://demo.broadleafcommerce.org/heatclinic/js/libs/jquery.dotdotdot-1.5.1.js	D:/WebSites/HotClinic/demo.broadleafcommerce.org/heatclinic/js/libs/jquery.dotdotdot-1.5.1.js	(from http://demo.broadleafcommerce.org/heatclinic/)
15:08:24	1571/1571	---M--	200	added ('OK')	text/javascript	date:Fri,%2027%20Jul%202012%2001:41:22%20GMT	http://demo.broadleafcommerce.org/heatclinic/js/BLC.js	D:/WebSites/HotClinic/demo.broadleafcommerce.org/heatclinic/js/BLC.js	(from http://demo.broadleafcommerce.org/heatclinic/)
15:08:24	3557/3557	---M--	200	added ('OK')	text/javascript	date:Thu,%2006%20Sep%202012%2022:22:48%20GMT	http://demo.broadleafcommerce.org/heatclinic/js/heatClinic.js	D:/WebSites/HotClinic/demo.broadleafcommerce.org/heatclinic/js/heatClinic.js	(from http://demo.broadleafcommerce.org/heatclinic/)
15:08:24	6263/6263	---M--	200	added ('OK')	text/javascript	date:Mon,%2001%20Oct%202012%2016:51:04%20GMT	http://demo.broadleafcommerce.org/heatclinic/js/cartOperations.js	D:/WebSites/HotClinic/demo.broadleafcommerce.org/heatclinic/js/cartOperations.js	(from http://demo.broadleafcommerce.org/heatclinic/)
15:08:25	3903/3903	---M--	200	added ('OK')	text/javascript	date:Thu,%2009%20Aug%202012%2016:21:16%20GMT	http://demo.broadleafcommerce.org/heatclinic/js/checkoutOperations.js	D:/WebSites/HotClinic/demo.broadleafcommerce.org/heatclinic/js/checkoutOperations.js	(from http://demo.broadleafcommerce.org/heatclinic/)
15:08:25	2596/2596	---M--	200	added ('OK')	text/javascript	date:Mon,%2001%20Oct%202012%2016:51:04%20GMT	http://demo.broadleafcommerce.org/heatclinic/js/globalOnReady.js	D:/WebSites/HotClinic/demo.broadleafcommerce.org/heatclinic/js/globalOnReady.js	(from http://demo.broadleafcommerce.org/heatclinic/)
15:08:25	753/753	---M--	200	added ('OK')	text/javascript	date:Fri,%2027%20Jul%202012%2001:41:22%20GMT	http://demo.broadleafcommerce.org/heatclinic/js/manageAccountOperations.js	D:/WebSites/HotClinic/demo.broadleafcommerce.org/heatclinic/js/manageAccountOperations.js	(from http://demo.broadleafcommerce.org/heatclinic/)
15:08:25	1737/1737	---M--	200	added ('OK')	text/javascript	date:Wed,%2022%20Aug%202012%2020:33:08%20GMT	http://demo.broadleafcommerce.org/heatclinic/js/reviewOperations.js	D:/WebSites/HotClinic/demo.broadleafcommerce.org/heatclinic/js/reviewOperations.js	(from http://demo.broadleafcommerce.org/heatclinic/)
15:08:27	26440/26440	---M--	200	added ('OK')	text/html	date:Mon,%2017%20Dec%202012%2009:51:37%20GMT	http://demo.broadleafcommerce.org/heatclinic/hot-sauces/hoppin_hot_sauce	D:/WebSites/HotClinic/demo.broadleafcommerce.org/heatclinic/hot-sauces/hoppin_hot_sauce.html	(from http://demo.broadleafcommerce.org/heatclinic/)
15:08:27	49834/49834	---M--	200	added ('OK')	image/jpeg	date:Thu,%2009%20Aug%202012%2016:21:16%20GMT	http://demo.broadleafcommerce.org/heatclinic/img/banners/shirt-special.jpg	D:/WebSites/HotClinic/demo.broadleafcommerce.org/heatclinic/img/banners/shirt-special-2.jpg	(from http://demo.broadleafcommerce.org/heatclinic/)
15:08:28	26680/26680	---M--	200	added ('OK')	text/html	date:Mon,%2017%20Dec%202012%2009:51:38%20GMT	http://demo.broadleafcommerce.org/heatclinic/hot-sauces/day_of_the_dead_scotch_bonnet_sauce	D:/WebSites/HotClinic/demo.broadleafcommerce.org/heatclinic/hot-sauces/day_of_the_dead_scotch_bonnet_sauce.html	(from http://demo.broadleafcommerce.org/heatclinic/)
15:08:29	26477/26477	---M--	200	added ('OK')	text/html	date:Mon,%2017%20Dec%202012%2009:51:38%20GMT	http://demo.broadleafcommerce.org/heatclinic/hot-sauces/armageddon_hot_sauce_to_end_all	D:/WebSites/HotClinic/demo.broadleafcommerce.org/heatclinic/hot-sauces/armageddon_hot_sauce_to_end_all.html	(from http://demo.broadleafcommerce.org/heatclinic/)
15:08:30	26725/26725	---M--	200	added ('OK')	text/html	date:Mon,%2017%20Dec%202012%2009:51:40%20GMT	http://demo.broadleafcommerce.org/heatclinic/hot-sauces/cafe_louisiane_sweet_cajun_blackening_sauce	D:/WebSites/HotClinic/demo.broadleafcommerce.org/heatclinic/hot-sauces/cafe_louisiane_sweet_cajun_blackening_sauce.html	(from http://demo.broadleafcommerce.org/heatclinic/)
15:08:33	58352/58352	---M--	200	added ('OK')	image/jpeg	date:Tue,%2017%20Jul%202012%2016:50:02%20GMT	http://demo.broadleafcommerce.org/heatclinic/img/sauces/Hoppin-Hot-Sauce-Bottle.jpg	D:/WebSites/HotClinic/demo.broadleafcommerce.org/heatclinic/img/sauces/Hoppin-Hot-Sauce-Bottle-2.jpg	(from http://demo.broadleafcommerce.org/heatclinic/)
